=== 2025-05-29 01:21:00 START | TIME_LIMIT 1 sec | IGNORE ['/home/joaolopez/IncPy/Lib/']
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2975 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2973 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2984 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2974 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2949 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2931 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2948 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2936 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2938 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2940 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2941 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3009 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2963 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3003 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2986 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2980 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2960 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2985 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3000 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2995 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2965 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2976 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2984 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2994 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2999 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2990 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3003 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2955 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3046 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2944 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2945 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2947 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2950 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2948 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2951 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2960 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2977 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2960 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3007 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2957 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2948 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2932 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2951 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2930 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2945 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2989 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2953 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2952 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2970 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2921 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2925 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2933 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2983 ms
